,open,high,low,close,adjclose,volume,ticker,adjclose_15,true_adjclose_15,buy_profit,sell_profit
2010-09-22,4.173999786376953,4.190000057220459,3.9600000381469727,3.9739999771118164,3.9739999771118164,4814500,TSLA,6.3183,4.107999801635742,0.13399982452392578,0.0
2010-10-01,4.138000011444092,4.150000095367432,4.061999797821045,4.119999885559082,4.119999885559082,2988500,TSLA,6.01912,4.144000053405762,0.024000167846679688,0.0
2010-10-05,4.230000019073486,4.25600004196167,4.202000141143799,4.223999977111816,4.223999977111816,1660000,TSLA,5.8723593,4.271999835968018,0.04799985885620117,0.0
2010-10-19,4.039999961853027,4.081999778747559,4.0,4.010000228881836,4.010000228881836,1226000,TSLA,5.6824393,4.926000118255615,0.9159998893737793,0.0
2010-10-21,4.122000217437744,4.190000057220459,4.090000152587891,4.150000095367432,4.150000095367432,2085500,TSLA,5.7027664,5.607999801635742,1.4579997062683105,0.0
2010-10-22,4.136000156402588,4.185999870300293,4.110000133514404,4.144000053405762,4.144000053405762,805500,TSLA,5.6843038,5.9679999351501465,1.8239998817443848,0.0
2010-11-09,5.0,5.138000011444092,4.809999942779541,4.926000118255615,4.926000118255615,4782000,TSLA,6.1350064,6.869999885559082,1.9439997673034668,0.0
2010-11-11,5.71999979019165,5.820000171661377,5.466000080108643,5.607999801635742,5.607999801635742,9726500,TSLA,6.9966707,6.297999858856201,0.690000057220459,0.0
2010-11-17,6.039999961853027,6.150000095367432,5.7220001220703125,5.8979997634887695,5.8979997634887695,3750000,TSLA,6.941666,6.409999847412109,0.5120000839233398,0.0
2010-11-18,6.133999824523926,6.1479997634887695,5.783999919891357,5.978000164031982,5.978000164031982,4780500,TSLA,6.958036,6.303999900817871,0.32599973678588867,0.0
2010-11-30,6.748000144958496,7.065999984741211,6.682000160217285,7.065999984741211,7.065999984741211,11113000,TSLA,8.242919,6.452000141143799,-0.6139998435974121,0.0
2010-12-22,6.449999809265137,6.572000026702881,6.340000152587891,6.526000022888184,6.526000022888184,4166500,TSLA,7.3131886,5.24399995803833,-1.2820000648498535,0.0
2010-12-23,6.251999855041504,6.495999813079834,5.984000205993652,6.01800012588501,6.01800012588501,7763000,TSLA,7.2352157,5.150000095367432,-0.8680000305175781,0.0
2011-01-24,4.705999851226807,4.961999893188477,4.645999908447266,4.8979997634887695,4.8979997634887695,8225500,TSLA,8.099923,4.616000175476074,-0.2819995880126953,0.0
2011-01-28,4.97599983215332,4.97599983215332,4.75,4.802000045776367,4.802000045776367,5242000,TSLA,7.7949123,4.636000156402588,-0.1659998893737793,0.0
2011-02-02,4.831999778747559,4.835999965667725,4.734000205993652,4.788000106811523,4.788000106811523,2847500,TSLA,8.221357,4.50600004196167,-0.2820000648498535,0.0
